Worst City (Avg PM2.5),Worst City PM2.5 Value,Highest Severity Event City,Highest Severity Score,Worst Hour of Day,High Risk %,Moderate Risk %
Delhi,151.9061403508772,Delhi,11745.9,7,100.0,0
