city,time,pm2_5,pm10,ozone
Kolkata,2025-12-14T07:00:00,122.5,126.7,84
Kolkata,2025-12-14T08:00:00,105.9,108.5,112
Kolkata,2025-12-14T09:00:00,84.3,86.6,143
Kolkata,2025-12-14T10:00:00,58.3,61.5,176
Kolkata,2025-12-14T11:00:00,44.0,47.6,201
Kolkata,2025-12-14T12:00:00,39.1,43.1,215
Kolkata,2025-12-14T13:00:00,38.5,42.6,221
Kolkata,2025-12-14T14:00:00,38.6,42.8,217
Kolkata,2025-12-14T15:00:00,39.8,43.9,200
Kolkata,2025-12-14T16:00:00,61.7,65.2,175
Kolkata,2025-12-14T17:00:00,89.4,92.9,148
Kolkata,2025-12-14T18:00:00,113.9,117.3,122
Kolkata,2025-12-14T19:00:00,133.2,136.4,95
Kolkata,2025-12-14T20:00:00,145.3,148.5,74
Kolkata,2025-12-14T21:00:00,152.7,156.5,62
Kolkata,2025-12-14T22:00:00,155.5,160.7,57
Kolkata,2025-12-14T23:00:00,153.7,159.3,52
Kolkata,2025-12-15T00:00:00,151.3,156.9,47
Kolkata,2025-12-15T01:00:00,150.4,156.0,44
Kolkata,2025-12-15T02:00:00,151.8,157.4,40
Kolkata,2025-12-15T03:00:00,154.6,160.2,31
Kolkata,2025-12-15T04:00:00,156.5,161.6,21
Kolkata,2025-12-15T05:00:00,156.5,161.6,24
Kolkata,2025-12-15T06:00:00,162.1,167.6,47
Kolkata,2025-12-15T07:00:00,156.5,161.6,83
Kolkata,2025-12-15T08:00:00,126.7,129.9,117
Kolkata,2025-12-15T09:00:00,95.2,98.3,148
Kolkata,2025-12-15T10:00:00,57.0,60.8,178
Kolkata,2025-12-15T11:00:00,38.1,42.3,201
Kolkata,2025-12-15T12:00:00,35.5,39.8,215
Kolkata,2025-12-15T13:00:00,35.4,39.6,220
Kolkata,2025-12-15T14:00:00,35.3,39.3,216
Kolkata,2025-12-15T15:00:00,36.2,40.0,194
Kolkata,2025-12-15T16:00:00,52.0,54.9,162
Kolkata,2025-12-15T17:00:00,76.1,78.9,138
